Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P00773	reviewed	CELA1_RAT	Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1)	Cela1 Ela1	Rattus norvegicus (Rat)	266
P00787	reviewed	CATB_RAT	Cathepsin B (EC 3.4.22.1) (Cathepsin B1) (RSG-2) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Ctsb	Rattus norvegicus (Rat)	339
P01015	reviewed	ANGT_RAT	Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4]	Agt Serpina8	Rattus norvegicus (Rat)	477
P01026	reviewed	CO3_RAT	Complement C3 [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc) (Neutrophil chemotactic factor-2) (ENCF-2); Complement C3 alpha chain; C3a anaphylatoxin (Neutrophil chemotactic factor-1) (ENCF-1); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	C3	Rattus norvegicus (Rat)	1663
P01048	reviewed	KNT1_RAT	T-kininogen 1 (Alpha-1-MAP) (Major acute phase protein) (T-kininogen I) (Thiostatin) [Cleaved into: T-kininogen 1 heavy chain (T-kininogen I heavy chain); T-kinin; T-kininogen 1 light chain (T-kininogen I light chain)]	Map1	Rattus norvegicus (Rat)	430
P01134	reviewed	TGFA_RAT	Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha (TGF-alpha) (EGF-like TGF) (ETGF) (TGF type 1)]	Tgfa	Rattus norvegicus (Rat)	159
P01143	reviewed	CRF_RAT	Corticoliberin (Corticotropin-releasing factor) (CRF) (Corticotropin-releasing hormone)	Crh	Rattus norvegicus (Rat)	187
P01150	reviewed	TRH_RAT	Pro-thyrotropin-releasing hormone (Pro-TRH) (Prothyroliberin) [Cleaved into: Thyrotropin-releasing hormone (TRH) (Protirelin) (TSH-releasing factor) (Thyroliberin) (Thyrotropin-releasing factor) (TRF)]	Trh	Rattus norvegicus (Rat)	255
P01161	reviewed	ANF_RAT	Natriuretic peptides A (Atrial natriuretic factor prohormone) (preproANF) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)]	Nppa	Rattus norvegicus (Rat)	152
P01186	reviewed	NEU2_RAT	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Arg-vasopressin (Arginine-vasopressin); Neurophysin 2 (Neurophysin-I); Copeptin]	Avp	Rattus norvegicus (Rat)	168
P01194	reviewed	COLI_RAT	Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin]	Pomc Pomc2	Rattus norvegicus (Rat)	235
P01237	reviewed	PRL_RAT	Prolactin (PRL)	Prl	Rattus norvegicus (Rat)	226
P01244	reviewed	SOMA_RAT	Somatotropin (Growth hormone)	Gh1 Gh	Rattus norvegicus (Rat)	216
P01256	reviewed	CALCA_RAT	Calcitonin gene-related peptide 1 (CGRP1) (Alpha-type CGRP) (Calcitonin gene-related peptide I) (CGRP-I)	Calca Calc	Rattus norvegicus (Rat)	128
P01257	reviewed	CALC_RAT	Calcitonin	Calca Calc	Rattus norvegicus (Rat)	136
P01283	reviewed	VIP_RAT	VIP peptides [Cleaved into: Intestinal peptide PHV-42; Intestinal peptide PHI-27 (Peptide histidine isoleucinamide 27); Vasoactive intestinal peptide (VIP) (Vasoactive intestinal polypeptide)]	Vip	Rattus norvegicus (Rat)	170
P01322	reviewed	INS1_RAT	Insulin-1 [Cleaved into: Insulin-1 B chain; Insulin-1 A chain]	Ins1 Ins-1	Rattus norvegicus (Rat)	110
P01323	reviewed	INS2_RAT	Insulin-2 [Cleaved into: Insulin-2 B chain; Insulin-2 A chain]	Ins2 Ins-2	Rattus norvegicus (Rat)	110
P01346	reviewed	IGF2_RAT	Insulin-like growth factor 2 (Insulin-like growth factor II) (IGF-II) (Multiplication-stimulating activity) (MSA) (Multiplication-stimulating polypeptide) [Cleaved into: Preptin]	Igf2 Igf-2	Rattus norvegicus (Rat)	180
P01347	reviewed	REL1_RAT	Prorelaxin 1 [Cleaved into: Relaxin B chain; Relaxin A chain]	Rln1 Rln	Rattus norvegicus (Rat)	186
P01355	reviewed	CCKN_RAT	Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-22 (CCK22); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8)]	Cck	Rattus norvegicus (Rat)	115
P01581	reviewed	IFNG_RAT	Interferon gamma (IFN-gamma)	Ifng	Rattus norvegicus (Rat)	156
P02454	reviewed	CO1A1_RAT	Collagen alpha-1(I) chain (Alpha-1 type I collagen)	Col1a1	Rattus norvegicus (Rat)	1453
P02466	reviewed	CO1A2_RAT	Collagen alpha-2(I) chain (Alpha-2 type I collagen)	Col1a2	Rattus norvegicus (Rat)	1372
P02650	reviewed	APOE_RAT	Apolipoprotein E (Apo-E)	Apoe	Rattus norvegicus (Rat)	312
P02651	reviewed	APOA4_RAT	Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4)	Apoa4	Rattus norvegicus (Rat)	391
P02680	reviewed	FIBG_RAT	Fibrinogen gamma chain	Fgg	Rattus norvegicus (Rat)	445
P02761	reviewed	MUP_RAT	Major urinary protein (MUP) (Allergen Rat n I) (Alpha(2)-euglobulin) (Alpha-2u-globulin) (alpha-2u globulin PGCL1) (allergen Rat n 1) [Cleaved into: 15.5 kDa fatty acid-binding protein (15.5 kDa FABP)]		Rattus norvegicus (Rat)	181
P02764	reviewed	A1AG_RAT	Alpha-1-acid glycoprotein (Orosomucoid) (OMD)	Orm1	Rattus norvegicus (Rat)	205
P02767	reviewed	TTHY_RAT	Transthyretin (Prealbumin) (TBPA)	Ttr Tt	Rattus norvegicus (Rat)	147
P02770	reviewed	ALBU_RAT	Albumin	Alb	Rattus norvegicus (Rat)	608
P02773	reviewed	FETA_RAT	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	Afp	Rattus norvegicus (Rat)	611
P03957	reviewed	MMP3_RAT	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (PTR1 protein) (Transin-1)	Mmp3	Rattus norvegicus (Rat)	475
P03994	reviewed	HPLN1_RAT	Hyaluronan and proteoglycan link protein 1 (Cartilage-linking protein 1) (Cartilage-link protein) (Proteoglycan link protein)	Hapln1 Crtl1	Rattus norvegicus (Rat)	354
P04055	reviewed	PA21B_RAT	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)	Pla2g1b	Rattus norvegicus (Rat)	146
P04089	reviewed	PTHY_RAT	Parathyroid hormone (PTH) (Parathyrin)	Pth	Rattus norvegicus (Rat)	115
P04094	reviewed	PENK_RAT	Proenkephalin-A [Cleaved into: Synenkephalin; Met-enkephalin (Opioid growth factor) (OGF); PENK(114-133); PENK(143-185); Met-enkephalin-Arg-Gly-Leu; Leu-enkephalin; PENK(239-260); Met-enkephalin-Arg-Phe]	Penk Penk-rs Penk1	Rattus norvegicus (Rat)	269
P04276	reviewed	VTDB_RAT	Vitamin D-binding protein (DBP) (VDB) (Gc-globulin) (Group-specific component)	Gc Dbp	Rattus norvegicus (Rat)	476
P04631	reviewed	S100B_RAT	Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	S100b	Rattus norvegicus (Rat)	92
P04634	reviewed	LIPF_RAT	Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3) (Lingual lipase)	Lipf	Rattus norvegicus (Rat)	395
P04638	reviewed	APOA2_RAT	Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II)]	Apoa2	Rattus norvegicus (Rat)	102
P04639	reviewed	APOA1_RAT	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I)]	Apoa1	Rattus norvegicus (Rat)	259
P04640	reviewed	OSTCN_RAT	Osteocalcin (Bone Gla protein) (BGP) (Gamma-carboxyglutamic acid-containing protein)	Bglap Bglap2	Rattus norvegicus (Rat)	99
P04823	reviewed	IL3_RAT	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	Il3 Il-3	Rattus norvegicus (Rat)	166
P04916	reviewed	RET4_RAT	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP)	Rbp4	Rattus norvegicus (Rat)	201
P04917	reviewed	SRGN_RAT	Serglycin (Chondroitin sulfate proteoglycan core protein) (Cytolytic granule proteoglycan core protein) (PG19 core protein) (Proteoglycan 10K core protein) (Secretory granule proteoglycan core protein)	Srgn Pgsg Prg Prg1	Rattus norvegicus (Rat)	179
P04937	reviewed	FINC_RAT	Fibronectin (FN) [Cleaved into: Anastellin]	Fn1	Rattus norvegicus (Rat)	2477
P05371	reviewed	CLUS_RAT	Clusterin (Dimeric acid glycoprotein) (DAG) (Sulfated glycoprotein 2) (SGP-2) (Testosterone repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain; Clusterin alpha chain]	Clu	Rattus norvegicus (Rat)	447
P05539	reviewed	CO2A1_RAT	Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin]	Col2a1	Rattus norvegicus (Rat)	1419
P05545	reviewed	SPA3K_RAT	Serine protease inhibitor A3K (Serpin A3K) (CPI-21) (Contrapsin-like protease inhibitor 1) (GHR-P63) (Growth hormone-regulated proteinase inhibitor) (Kallikrein-binding protein) (KBP) (SPI-2.3) (Serine protease inhibitor 2) (SPI-2) (Thyroid hormone-regulated protein)	Serpina3k Spin2b	Rattus norvegicus (Rat)	416
P05942	reviewed	S10A4_RAT	Protein S100-A4 (Metastasin) (Nerve growth factor-induced protein 42A) (P9K) (Placental calcium-binding protein) (S100 calcium-binding protein A4)	S100a4	Rattus norvegicus (Rat)	101
P06238	reviewed	A2MG_RAT	Alpha-2-macroglobulin (Alpha-2-M)	A2m A2m1	Rattus norvegicus (Rat)	1472
P06300	reviewed	PDYN_RAT	Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin) [Cleaved into: Alpha-neoendorphin; Beta-neoendorphin; Big dynorphin (Big Dyn); Dynorphin A(1-17) (Dyn-A17) (Dynorphin A); Dynorphin A(1-13); Dynorphin A(1-8); Leu-enkephalin; Rimorphin (Dynorphin B) (Dyn-B) (Dynorphin B(1-13)); Leumorphin (Dynorphin B-29)]	Pdyn	Rattus norvegicus (Rat)	248
P06399	reviewed	FIBA_RAT	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	Fga	Rattus norvegicus (Rat)	782
P06759	reviewed	APOC3_RAT	Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3)	Apoc3	Rattus norvegicus (Rat)	101
P06765	reviewed	PLF4_RAT	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4)	Pf4 Cxcl4 Scyb4	Rattus norvegicus (Rat)	105
P06767	reviewed	TKN1_RAT	Protachykinin-1 (PPT) [Cleaved into: Substance P; Neurokinin A (NKA) (Neuromedin L) (Substance K); Neuropeptide K (NPK); Neuropeptide gamma; C-terminal-flanking peptide]	Tac1 Nka Nkna Tac2	Rattus norvegicus (Rat)	130
P06866	reviewed	HPT_RAT	Haptoglobin (Liver regeneration-related protein LRRG173) [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain]	Hp Ba1-647	Rattus norvegicus (Rat)	347
P06882	reviewed	THYG_RAT	Thyroglobulin (Tg)	Tg	Rattus norvegicus (Rat)	2768
P06883	reviewed	GLUC_RAT	Pro-glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]	Gcg	Rattus norvegicus (Rat)	180
P07092	reviewed	GDN_RAT	Glia-derived nexin (GDN) (Peptidase inhibitor 7) (PI-7) (Protease nexin 1) (PN-1) (Protease nexin I) (Serpin E2)	Serpine2 Pi7 Pn1	Rattus norvegicus (Rat)	397
P07150	reviewed	ANXA1_RAT	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26]	Anxa1 Anx1	Rattus norvegicus (Rat)	346
P07151	reviewed	B2MG_RAT	Beta-2-microglobulin	B2m	Rattus norvegicus (Rat)	119
P07154	reviewed	CATL1_RAT	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Cyclic protein 2) (CP-2) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain]	Ctsl Ctsl1	Rattus norvegicus (Rat)	334
P07338	reviewed	CTRB1_RAT	Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C]	Ctrb1 Ctrb	Rattus norvegicus (Rat)	263
P07490	reviewed	GON1_RAT	Progonadoliberin-1 (Progonadoliberin I) [Cleaved into: Gonadoliberin-1 (Gonadoliberin I) (Gonadotropin-releasing hormone I) (GnRH-I) (Luliberin I) (Luteinizing hormone-releasing hormone I) (LH-RH I); Prolactin release-inhibiting factor 1 (Prolactin release-inhibiting factor I)]	Gnrh1 Gnrh	Rattus norvegicus (Rat)	92
P07808	reviewed	NPY_RAT	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y (Neuropeptide tyrosine) (NPY); C-flanking peptide of NPY (CPON)]	Npy	Rattus norvegicus (Rat)	98
P07867	reviewed	LIPC_RAT	Hepatic triacylglycerol lipase (HL) (Hepatic lipase) (EC 3.1.1.3) (Lipase member C) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A1) (EC 3.1.1.32)	Lipc	Rattus norvegicus (Rat)	494
P07882	reviewed	CEL_RAT	Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (EC 3.1.1.6) (Bile salt-stimulated lipase) (BSSL) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase)	Cel	Rattus norvegicus (Rat)	612
P07897	reviewed	PGCA_RAT	Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)	Acan Agc Agc1	Rattus norvegicus (Rat)	2124
P08025	reviewed	IGF1_RAT	Insulin-like growth factor 1 (Insulin-like growth factor I) (IGF-I) (Somatomedin)	Igf1 Igf-1	Rattus norvegicus (Rat)	153
P08424	reviewed	RENI_RAT	Renin (EC 3.4.23.15) (Angiotensinogenase)	Ren1 Ren	Rattus norvegicus (Rat)	402
P08427	reviewed	SFTPA_RAT	Pulmonary surfactant-associated protein A (PSAP) (PSP-A) (SP-A)	Sftpa1 Sftp-1 Sftp1 Sftpa	Rattus norvegicus (Rat)	248
P08460	reviewed	NID1_RAT	Nidogen-1 (NID-1) (Entactin)	Nid1 Nid	Rattus norvegicus (Rat)	324
P08494	reviewed	MGP_RAT	Matrix Gla protein (MGP)	Mgp	Rattus norvegicus (Rat)	103
P08592	reviewed	A4_RAT	Amyloid-beta precursor protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Amyloidogenic glycoprotein) (AG) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Gamma-CTF(50)); C31]	App A4 AD1	Rattus norvegicus (Rat)	770
P08649	reviewed	CO4_RAT	Complement C4 [Cleaved into: Complement C4 beta chain; Complement C4 alpha chain; C4a anaphylatoxin; Complement C4 gamma chain]	C4 C4a	Rattus norvegicus (Rat)	1737
P08650	reviewed	CO5_RAT	Complement C5 [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]	C5	Rattus norvegicus (Rat)	1681
P08661	reviewed	MBL2_RAT	Mannose-binding protein C (MBP-C) (Mannan-binding protein) (Ra-reactive factor polysaccharide-binding component p28A) (RaRF p28A)	Mbl2	Rattus norvegicus (Rat)	244
P08699	reviewed	LEG3_RAT	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (IgE-binding protein) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)	Lgals3	Rattus norvegicus (Rat)	262
P08721	reviewed	OSTP_RAT	Osteopontin (Bone sialoprotein 1) (Secreted phosphoprotein 1) (SPP-1)	Spp1 2b7 Spp-1	Rattus norvegicus (Rat)	317
P08934	reviewed	KNG1_RAT	Kininogen-1 [Cleaved into: Kininogen-1 heavy chain; Bradykinin; Kininogen-1 light chain]	Kng1 Kng	Rattus norvegicus (Rat)	639
P09006	reviewed	SPA3N_RAT	Serine protease inhibitor A3N (Serpin A3N) (CPI-26) (Contrapsin-like protease inhibitor 6) (SPI-2.2) (Serine protease inhibitor 3) (SPI-3)	Serpina3n Spin2c	Rattus norvegicus (Rat)	418
P09655	reviewed	ISK1_RAT	Serine protease inhibitor Kazal-type 1 (Cholecystokinin-releasing peptide) (Monitor peptide) (Pancreatic secretory trypsin inhibitor) (PSTI-I)	Spink1	Rattus norvegicus (Rat)	79
P09916	reviewed	SLIB_RAT	Somatoliberin (Growth hormone-releasing factor) (GRF) (Growth hormone-releasing hormone) (GHRH)	Ghrh	Rattus norvegicus (Rat)	104
P0C1T0	reviewed	MMEL1_RAT	Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))]	Mmel1 Mell1 Nep2	Rattus norvegicus (Rat)	774
P0CH38	reviewed	FBSP1_RAT	F-box/SPRY domain-containing protein 1 (F-box only protein 45)	Fbxo45	Rattus norvegicus (Rat)	230
P0DMW0	reviewed	HS71A_RAT	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	Hspa1a Hsp70-1 Hspa1	Rattus norvegicus (Rat)	641
P0DP76	reviewed	ELA_RAT	Apelin receptor early endogenous ligand (Protein Elabela) (ELA) (Protein Toddler)	Apela Ela Tdl	Rattus norvegicus (Rat)	54
P0DSP1	reviewed	SORL_RAT	Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA)	Sorl1	Rattus norvegicus (Rat)	2215
P10111	reviewed	PPIA_RAT	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) (p1B15) (p31) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	Ppia	Rattus norvegicus (Rat)	164
P10247	reviewed	HG2A_RAT	H-2 class II histocompatibility antigen gamma chain (Ia antigen-associated invariant chain) (Ii) (MHC class II-associated invariant chain) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide (CLIP)]	Cd74	Rattus norvegicus (Rat)	280
P10252	reviewed	CD48_RAT	CD48 antigen (BCM1 surface antigen) (BLAST-1) (MRC OX-45 surface antigen) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (CD antigen CD48)	Cd48 Bcm-1	Rattus norvegicus (Rat)	240
P10354	reviewed	CMGA_RAT	Chromogranin-A (CgA) [Cleaved into: Pancreastatin; Beta-granin; WE-14; Catestatin; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor]	Chga	Rattus norvegicus (Rat)	466
P10362	reviewed	SCG2_RAT	Secretogranin-2 (Chromogranin-C) (Secretogranin II) (SgII) [Cleaved into: Secretoneurin (SN); Manserin]	Scg2 Chgc Scg-2	Rattus norvegicus (Rat)	619
P10683	reviewed	GALA_RAT	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide (GMAP)]	Gal Galn	Rattus norvegicus (Rat)	124
P10758	reviewed	LITH_RAT	Lithostathine (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP)	Reg1 Reg	Rattus norvegicus (Rat)	165
P10960	reviewed	SAP_RAT	Prosaposin (Sulfated glycoprotein 1) (SGP-1) [Cleaved into: Saposin-A; Saposin-B-Val; Saposin-B; Saposin-C; Saposin-D]	Psap Sgp1	Rattus norvegicus (Rat)	554
P11232	reviewed	THIO_RAT	Thioredoxin (Trx)	Txn Txn1	Rattus norvegicus (Rat)	105
P11384	reviewed	SECR_RAT	Secretin	Sct	Rattus norvegicus (Rat)	134
P11685	reviewed	PSPC_RAT	Surfactant protein C (SP-C) (Pulmonary surfactant-associated protein C) (Pulmonary surfactant-associated proteolipid SPL(Val))	Sftpc Sftp2	Rattus norvegicus (Rat)	194
P11762	reviewed	LEG1_RAT	Galectin-1 (Gal-1) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (RL 14.5) (S-Lac lectin 1)	Lgals1	Rattus norvegicus (Rat)	135
P11962	reviewed	GLHA_RAT	Glycoprotein hormones alpha chain (Anterior pituitary glycoprotein hormones common subunit alpha) (Follicle-stimulating hormone alpha chain) (FSH-alpha) (Follitropin alpha chain) (Luteinizing hormone alpha chain) (LSH-alpha) (Lutropin alpha chain) (Thyroid-stimulating hormone alpha chain) (TSH-alpha) (Thyrotropin alpha chain)	Cga Cga1	Rattus norvegicus (Rat)	120
P12346	reviewed	TRFE_RAT	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Liver regeneration-related protein LRRG03) (Siderophilin)	Tf	Rattus norvegicus (Rat)	698
P12371	reviewed	FCERA_RAT	High affinity immunoglobulin epsilon receptor subunit alpha (Fc-epsilon RI-alpha) (FcERI) (IgE Fc receptor subunit alpha)	Fcer1a Fce1a	Rattus norvegicus (Rat)	245
P12760	reviewed	NMU_RAT	Neuromedin-U [Cleaved into: Neuromedin precursor-related peptide 36 (NURP36); Neuromedin precursor-related peptide 33 (NURP33); Neuromedin-U-23 (NmU-23)]	Nmu	Rattus norvegicus (Rat)	174
P12843	reviewed	IBP2_RAT	Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2) (BRL-BP)	Igfbp2 Igfbp-2	Rattus norvegicus (Rat)	304
P12969	reviewed	IAPP_RAT	Islet amyloid polypeptide (IAPP) (Amylin) (Diabetes-associated peptide) (DAP)	Iapp	Rattus norvegicus (Rat)	93
P13085	reviewed	PTHR_RAT	Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: Osteostatin]	Pthlh Pthrp	Rattus norvegicus (Rat)	177
P13109	reviewed	FGF2_RAT	Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)	Fgf2 Fgf-2	Rattus norvegicus (Rat)	154
P13205	reviewed	ANFB_RAT	Natriuretic peptides B (Brain natriuretic factor prohormone) (preproBNP) (proBNP) (Gamma-brain natriuretic peptide) (Iso-ANP) [Cleaved into: Brain natriuretic peptide 45 (BNP-45) (5 kDa cardiac natriuretic peptide) (Brain natriuretic peptide) (BNP)]	Nppb	Rattus norvegicus (Rat)	121
P13207	reviewed	EDN3_RAT	Endothelin-3 (ET-3) (Preproendothelin-3) (PPET3)	Edn3	Rattus norvegicus (Rat)	167
P13432	reviewed	SMR1_RAT	SMR1 protein (VCS-alpha 1) [Cleaved into: SMR1-related undecapeptide; SMR1-related hexapeptide; Sialorphin (SMR1-related pentapeptide); Submandibular gland peptide T (SGP-T)]	Vcsa1 Smr1	Rattus norvegicus (Rat)	146
P13589	reviewed	PACA_RAT	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	Adcyap1	Rattus norvegicus (Rat)	175
P13635	reviewed	CERU_RAT	Ceruloplasmin (Cuproxidase ceruloplasmin) (EC 1.16.3.4) (Ferroxidase ceruloplasmin) (EC 1.16.3.1) (Glutathione peroxidase ceruloplasmin) (EC 1.11.1.9) (Glutathione-dependent peroxiredoxin ceruloplasmin) (EC 1.11.1.27)	Cp	Rattus norvegicus (Rat)	1059
